movieId,title,year,genres,director,cast,overview,poster
196082,Nine Lives,2016,"Fantasy,Comedy,Family",Barry Sonnenfeld,Kevin Spacey Jennifer Garner Robbie Amell Cheryl Hines Mark Consuelos,A stuffy businessman finds himself trapped inside the body of his family's cat.,https://image.tmdb.org/t/p/w500/i457G22lL9t2yhEFdYz5Nd1M5DV.jpg
196083,Pete's Dragon,2016,"Adventure,Family,Fantasy",David Lowery,Oakes Fegley Bryce Dallas Howard Wes Bentley Karl Urban Oona Laurence,"For years, old wood carver Mr. Meacham has delighted local children with his tales of the fierce dragon that resides deep in the woods of the Pacific Northwest. To his daughter, Grace, who works as a forest ranger, these stories are little more than tall tales... until she meets Pete, a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. And from Pete's descriptions, Elliott seems remarkably similar to the dragon from Mr. Meacham's stories. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",https://image.tmdb.org/t/p/w500/A9x4Ogk8KUXTfU649NS6lS9TCmu.jpg
196084,Sausage Party,2016,"Adventure,Animation,Comedy,Fantasy",Conrad Vernon,Seth Rogen Kristen Wiig Jonah Hill Bill Hader Michael Cera,Hot dog Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they're chosen to leave the grocery store.,https://image.tmdb.org/t/p/w500/vNgdPJQ5CI60oEiiHLKRNrsDhMy.jpg
196085,Florence Foster Jenkins,2016,"Comedy,Drama",Stephen Frears,Meryl Streep Hugh Grant Simon Helberg Rebecca Ferguson Nina Arianda,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",https://image.tmdb.org/t/p/w500/1HAdtUchzWEo0LMFHrgD2UBIBS3.jpg
196086,Hell or High Water,2016,"Western,Crime,Drama",David Mackenzie,Jeff Bridges Chris Pine Ben Foster Gil Birmingham Marin Ireland,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,https://image.tmdb.org/t/p/w500/ljRRxqy2aXIkIBXLmOVifcOR021.jpg
196087,Kubo and the Two Strings,2016,"Animation,Adventure,Family",Travis Knight,Art Parkinson Charlize Theron Brenda Vaccaro Cary-Hiroyuki Tagawa Meyrick Murphy,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",https://image.tmdb.org/t/p/w500/ewcOCkuuKAKULGUnbBVaO1htt0D.jpg
196088,War Dogs,2016,"Comedy,Crime,Drama",Todd Phillips,Miles Teller Jonah Hill Ana de Armas Bradley Cooper Kevin Pollak,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",https://image.tmdb.org/t/p/w500/mDcPRjZC1bb6LavFU3gwsWdVfCM.jpg
196089,Mechanic: Resurrection,2016,"Action,Crime,Thriller",Dennis Gansel,Jason Statham Jessica Alba Tommy Lee Jones Michelle Yeoh Sam Hazeldine,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",https://image.tmdb.org/t/p/w500/bG3Q6EFcngpPn7uPuQTzTuq9DgV.jpg
196090,Don't Breathe,2016,"Thriller,Horror",Fede Álvarez,Stephen Lang Jane Levy Dylan Minnette Daniel Zovatto Emma Bercovici,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,https://image.tmdb.org/t/p/w500/dSxHyPZ2nipSfvdft4IhQKjk5eZ.jpg
196091,Hands of Stone,2016,Drama,Jonathan Jakubowicz,Edgar Ramírez Robert De Niro Usher Rubén Blades Ana de Armas,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,https://image.tmdb.org/t/p/w500/rpAYkkc7ltnxnMXOZLPuI9A6cuB.jpg
196092,The 9th Life of Louis Drax,2016,"Fantasy,Mystery,Thriller,Drama",Alexandre Aja,Jamie Dornan Sarah Gadon Aaron Paul Molly Parker Aiden Longworth,A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.,https://image.tmdb.org/t/p/w500/w1DUBuhET3OEPBwoay8UL2OUxs.jpg
196093,The Light Between Oceans,2016,"Drama,Romance",Derek Cianfrance,Michael Fassbender Alicia Vikander Rachel Weisz Bryan Brown Jack Thompson,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from an adrift rowboat.,https://image.tmdb.org/t/p/w500/c9S6VKZPllNgdxBUuI3GYJiqcKO.jpg
196094,Morgan,2016,"Horror,Science Fiction,Thriller",Luke Scott,Kate Mara Anya Taylor-Joy Toby Jones Rose Leslie Boyd Holbrook,A corporate risk-management consultant must determine whether or not to terminate an artificial being's life that was made in a laboratory environment.,https://image.tmdb.org/t/p/w500/iqEFG5ldyeLIFPp7mMI7ZmS7Upm.jpg
196095,Sully,2016,"Drama,History",Clint Eastwood,Tom Hanks Aaron Eckhart Anna Gunn Holt McCallany Mike O'Malley,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",https://image.tmdb.org/t/p/w500/4vs83YcJ8TsabADDtaeCJ6ZTjYY.jpg
196096,When the Bough Breaks,2016,"Mystery,Thriller,Drama,Horror",Jon Cassar,Morris Chestnut Regina Hall Jaz Sinclair Romany Malco Michael Kenneth Williams,A surrogate mother harbors a deadly secret desire for a family of her own with the husband who is expecting to raise her child.,https://image.tmdb.org/t/p/w500/4QqhN9jZkY33yMvknGI4YpM3TYv.jpg
196097,The Disappointments Room,2016,"Horror,Thriller",D.J. Caruso,Kate Beckinsale Mel Raido Duncan Joiner Lucas Till Gerald McRaney,A mother and her young son release unimaginable horrors from the attic of their rural dream home.,https://image.tmdb.org/t/p/w500/4zHfitHwW1XDaJo9IF8LOsUbnif.jpg
196098,Bridget Jones's Baby,2016,"Comedy,Romance",Sharon Maguire,Renée Zellweger Colin Firth Patrick Dempsey Jim Broadbent Gemma Jones,"After breaking up, Bridget Jones' happily-ever-after hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job and surround herself with old friends and new. For once, Bridget has everything completely under control. Then her love life takes a turn when she meets Jack. A week later, she runs into Mark before she finds herself pregnant, but with one hitch - she's not sure of the identity of her baby's father - Mark or Jack.",https://image.tmdb.org/t/p/w500/5hHomngoPZrNoXOPlyaHV6eXaQW.jpg
196099,Snowden,2016,"Drama,History,Crime,Thriller",Oliver Stone,Joseph Gordon-Levitt Shailene Woodley Melissa Leo Zachary Quinto Tom Wilkinson,CIA employee Edward Snowden leaks thousands of classified documents to the press.,https://image.tmdb.org/t/p/w500/yfK7zxNL63VWfluFuoUaJj5PdNw.jpg
196100,Blair Witch,1999,"Thriller,Horror",Daniel Myrick,Heather Donahue Joshua Leonard Michael C. Williams Bob Griffin Jim King,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",https://image.tmdb.org/t/p/w500/9050VGrYjYrEjpOvDZVAngLbg1f.jpg
196101,Hillsong: Let Hope Rise,2016,"Documentary,Music",Michael John Warren,Michael Guy Chislett Matt Crocker Adam Crosariol Jonathon Douglass Taya Smith,"Chronicles the unlikely rise to prominence of the Australia-based Christian band, Hillsong United.",https://image.tmdb.org/t/p/w500/2D8qF4eKzzvQ1tkEejXiPZWBCsx.jpg
196102,The Magnificent Seven,2016,"Adventure,Action,Western",Antoine Fuqua,Denzel Washington Chris Pratt Ethan Hawke Vincent D'Onofrio Lee Byung-hun,"Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.",https://image.tmdb.org/t/p/w500/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg
196103,Storks,2016,"Adventure,Animation,Comedy,Family",Doug Sweetland,Andy Samberg Katie Crown Kelsey Grammer Jennifer Aniston Ty Burrell,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",https://image.tmdb.org/t/p/w500/pwGolX8JmGJhhcUjO5SJt38Uk0m.jpg
196104,Miss Peregrine's Home for Peculiar Children,2016,"Fantasy,Adventure,Family,Drama",Tim Burton,Eva Green Asa Butterfield Samuel L. Jackson Judi Dench Rupert Everett,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,https://image.tmdb.org/t/p/w500/CIlbMFOfYDj0MP23hsIYhFGrL6.jpg
196105,Deepwater Horizon,2016,"Drama,Action",Peter Berg,Mark Wahlberg Kurt Russell John Malkovich Gina Rodriguez Dylan O'Brien,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.",https://image.tmdb.org/t/p/w500/9IFt6tOf6o7CnaDlgB9uE8Cr1WZ.jpg
196106,Queen of Katwe,2016,Drama,Mira Nair,"Madina Nalwanga David Oyelowo Lupita Nyong'o Martin Kabanza Taryn ""Kay"" Kyaze",A young girl overcomes her disadvantaged upbringing in the slums of Uganda to become a Chess master.,https://image.tmdb.org/t/p/w500/m8V2ud6uhV7qH6wEDoQ4Ujw99ji.jpg
196107,Masterminds,2016,"Action,Comedy,Crime",Jared Hess,Zach Galifianakis Owen Wilson Kristen Wiig Kate McKinnon Leslie Jones,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,https://image.tmdb.org/t/p/w500/4CXgye1p8Vr7taDG389QhhHDUZ4.jpg
196108,The Birth of a Nation,1915,Drama,D.W. Griffith,Lillian Gish Mae Marsh Henry B. Walthall Miriam Cooper Mary Alden,"Two families, abolitionist Northerners the Stonemans and Southern landowners the Camerons, intertwine. When Confederate colonel Ben Cameron is captured in battle, nurse Elsie Stoneman petitions for his pardon. In Reconstruction-era South Carolina, Cameron founds the Ku Klux Klan, battling Elsie's congressman father and his African-American protégé, Silas Lynch.",https://image.tmdb.org/t/p/w500/pNpOXpQI5GSUfiWypubYtMh9928.jpg
196109,Middle School: The Worst Years of My Life,2016,"Family,Comedy",Steve Carr,Griffin Gluck Lauren Graham Alexa Nisenson Andy Daly Thomas Barbusca,A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.,https://image.tmdb.org/t/p/w500/3rlcvuGlLETfGCq0aaVD526Emlc.jpg
196110,The Accountant,2025,"Crime,Thriller,Drama",Gavin O'Connor,Ben Affleck Jon Bernthal Cynthia Addai-Robinson J.K. Simmons Allison Robertson,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.",https://image.tmdb.org/t/p/w500/lUvfTcOZiK0sdcX0WNLPbMyKjGm.jpg
196111,Kevin Hart: What Now?,2016,Comedy,Leslie Small,Kevin Hart Halle Berry Don Cheadle Ed Helms David Meunier,"Comedian Kevin Hart performs in front of a crowd of 50,000 people at Philadelphia's outdoor venue, Lincoln Financial Field.",https://image.tmdb.org/t/p/w500/lFg4tx0jAYkgrcm1bPBlM0FbQvH.jpg
196112,Max Steel,2016,"Action,Adventure,Science Fiction",Stewart Hendler,Ben Winchell Josh Brener Ana Villafañe Andy Garcia Maria Bello,"The adventures of teenager Max McGrath and alien companion Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",https://image.tmdb.org/t/p/w500/AuEzNLF8yvzd169guYEFisqvy5z.jpg
196113,Jack Reacher: Never Go Back,2016,"Action,Thriller",Edward Zwick,Tom Cruise Cobie Smulders Danika Yarosh Aldis Hodge Patrick Heusinger,"Years after resigning command of an elite military police unit, the nomadic, righter-of-wrongs Reacher is drawn back into the life he left behind when his friend and successor, Major Susan Turner is framed for espionage. Reacher will stop at nothing to prove her innocence and to expose the real perpetrators behind the killings of his former soldiers.",https://image.tmdb.org/t/p/w500/cOg3UT2NYWHZxp41vpxAnVCOC4M.jpg
196114,Keeping Up with the Joneses,2016,"Action,Comedy",Greg Mottola,Jon Hamm Isla Fisher Zach Galifianakis Gal Gadot Patton Oswalt,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,https://image.tmdb.org/t/p/w500/yvWcTrRCzE4C2hkd2wV4erPuKCn.jpg
196115,Ouija: Origin of Evil,2016,Horror,Mike Flanagan,Parker Mack Annalise Basso Elizabeth Reaser Lulu Wilson Henry Thomas,"In 1967 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",https://image.tmdb.org/t/p/w500/gwynHc2RrOFaplYMMpQRpr3TIA4.jpg
196116,Boo! A Madea Halloween,2016,"Comedy,Horror",Tyler Perry,Tyler Perry Cassi Davis Diamond White Yousef Erakat Bella Thorne,"Madea winds up in the middle of mayhem when she spends a hilarious, haunted Halloween fending off killers, paranormal poltergeists, ghosts, ghouls, and zombies while keeping a watchful eye on a group of misbehaving teens.",https://image.tmdb.org/t/p/w500/82TLEZv1rOJNgllfYD22NkivGDH.jpg
196117,I'm Not Ashamed,2016,Drama,Brian Baugh,Masey McLain Mark Daugherty Jennifer O'Neill Ben VanderMey Jaci Velasquez,"Based on the journal entries of Rachel Joy Scott, the first student killed in the Columbine High School shooting in 1999.",https://image.tmdb.org/t/p/w500/P4bxuNq5XT0Wc3MYpoLP52e0P6.jpg
196118,American Pastoral,2016,"Crime,Drama",Ewan McGregor,Ewan McGregor Jennifer Connelly Dakota Fanning David Strathairn Peter Riegert,"Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family.",https://image.tmdb.org/t/p/w500/pgpMzdML9FUj3GpDU3LFi7AWbHQ.jpg
196119,Inferno,2024,"Mystery,Thriller,Drama,Action",Calvin Morie McCarthy,Stephanie Leet Neil Green Chynna Rae Shurts Steve Larkin Erik Skybak,A secluded cottage is plagued by gruesome murders and unbeknownst to the inhabitants something other worldly lurks within the halls. Can the couple solve the mystery of the cursed grounds in time or will they open the door to the inferno?,https://image.tmdb.org/t/p/w500/8kljUAovBatZRYp2ye2RZr239hU.jpg
196120,Doctor Strange,2016,"Action,Adventure,Fantasy",Scott Derrickson,Benedict Cumberbatch Chiwetel Ejiofor Rachel McAdams Benedict Wong Mads Mikkelsen,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",https://image.tmdb.org/t/p/w500/xf8PbyQcR5ucXErmZNzdKR0s8ya.jpg
196121,Trolls,2016,"Family,Animation,Fantasy,Adventure,Comedy,Music",Mike Mitchell,Anna Kendrick Justin Timberlake Zooey Deschanel Christopher Mintz-Plasse Christine Baranski,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",https://image.tmdb.org/t/p/w500/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg
196122,Hacksaw Ridge,2016,"Drama,History,War",Mel Gibson,Andrew Garfield Sam Worthington Vince Vaughn Teresa Palmer Luke Bracey,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",https://image.tmdb.org/t/p/w500/fnOMP6mjmOmZwmlC1n0K7ivrzt1.jpg
196123,Loving,2016,"Drama,Romance",Jeff Nichols,Joel Edgerton Ruth Negga Michael Shannon Marton Csokas Nick Kroll,"In 1958, in the state of Virginia, the idea of interracial marriage was not only considered to be immoral to many, it was also illegal. When Richard and Mildred fall in love, they are aware of the eyes staring at them and the words said behind their backs. It's when they get married, however, that words and looks become actions, and the two are arrested. The couple decide to take their case all of the way to the Supreme Court in order to fight for their love. Based on a true story.",https://image.tmdb.org/t/p/w500/teNPeDIRGWxtvMaJsNa7lw5IgiL.jpg
196124,The Love Witch,2016,"Fantasy,Romance,Horror,Comedy",Anna Biller,Samantha Robinson Gian Keys Laura Waddell Jeffrey Vincent Parise Jared Sanford,"A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",https://image.tmdb.org/t/p/w500/q6mZjCwGn9KCTrStTRM88pui0is.jpg
196125,Arrival,2016,"Drama,Science Fiction,Mystery",Denis Villeneuve,Amy Adams Jeremy Renner Forest Whitaker Michael Stuhlbarg Mark O'Brien,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",https://image.tmdb.org/t/p/w500/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg
196126,Billy Lynn's Long Halftime Walk,2016,"Drama,War",Ang Lee,Joe Alwyn Kristen Stewart Chris Tucker Garrett Hedlund Makenzie Leigh,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad – contrasting the realities of war with America's perceptions.,https://image.tmdb.org/t/p/w500/jjuDRavgTazvs5ishEgnfZ8YhbV.jpg
196127,Almost Christmas,2016,"Comedy,Drama",David E. Talbert,Kimberly Elise Omar Epps Danny Glover John Michael Higgins Romany Malco,A dysfunctional family gathers together for their first Christmas since the death of their matriarch.,https://image.tmdb.org/t/p/w500/1ryK5hfzd8j3eaQVBiRBVHvHLyp.jpg
196128,Shut In,2016,"Thriller,Horror,Drama",Farren Blackburn,Naomi Watts Charlie Heaton Oliver Platt David Cubitt Jacob Tremblay,"A widowed child psychologist lives in an isolated existence in rural New England. When caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",https://image.tmdb.org/t/p/w500/qXIGq6ddQhIYe4Z7A86nZ1qjUME.jpg
196129,Fantastic Beasts and Where to Find Them,2016,"Fantasy,Adventure,Family",David Yates,Eddie Redmayne Katherine Waterston Dan Fogler Alison Sudol Colin Farrell,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",https://image.tmdb.org/t/p/w500/fLsaFKExQt05yqjoAvKsmOMYvJR.jpg
196130,The Edge of Seventeen,2016,"Comedy,Drama",Kelly Fremon Craig,Hailee Steinfeld Woody Harrelson Haley Lu Richardson Blake Jenner Kyra Sedgwick,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.",https://image.tmdb.org/t/p/w500/iY5UEYuGxHfaYJ3vAUAWwFGMV7V.jpg
196131,Bleed for This,2016,Drama,Ben Younger,Miles Teller Aaron Eckhart Katey Sagal Ciarán Hinds Ted Levine,"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",https://image.tmdb.org/t/p/w500/cMM9frT6sFEvz7PwHniIDUKcLDo.jpg
196132,Manchester by the Sea,2016,Drama,Kenneth Lonergan,Casey Affleck Lucas Hedges Michelle Williams Kyle Chandler C.J. Wilson,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",https://image.tmdb.org/t/p/w500/o9VXYOuaJxCEKOxbA86xqtwmqYn.jpg
196133,Allied,2016,"Action,Drama,War,Romance,Thriller",Robert Zemeckis,Brad Pitt Marion Cotillard Jared Harris Simon McBurney Lizzy Caplan,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",https://image.tmdb.org/t/p/w500/sV4lXM32quwminL3TP36nlNPp7Q.jpg
196134,Bad Santa 2,2016,"Comedy,Crime,Drama,Mystery",Mark Waters,Billy Bob Thornton Kathy Bates Tony Cox Christina Hendricks Brett Kelly,"Fueled by cheap whiskey, greed and hatred, Willie Soke teams up with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve. Along for the ride is chubby and cheery Thurman Merman, a 250-pound ray of sunshine who brings out Willie's sliver of humanity. Issues arise when the pair are joined by Willie's horror story of a mother, who raises the bar for the gang's ambitions, while somehow lowering the standards of criminal behavior.",https://image.tmdb.org/t/p/w500/xmsEwpA2fSq6IO3sfKrLuIPLHSc.jpg
196135,Rules Don't Apply,2016,"Romance,Comedy,Drama",Warren Beatty,Warren Beatty Lily Collins Alden Ehrenreich Matthew Broderick Annette Bening,"The unconventional love story of an aspiring actress, her ambitious driver, and their eccentric boss, the legendary billionaire Howard Hughes.",https://image.tmdb.org/t/p/w500/y7MlOsOYMFcaG8a29ELRN0jw18T.jpg
196136,Incarnate,2016,"Horror,Thriller",Brad Peyton,Aaron Eckhart Natalija Nogulich Keir O'Donnell Catalina Sandino Moreno Carice van Houten,An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.,https://image.tmdb.org/t/p/w500/8j8PLnghBHpDEGfANNh8wc5cT4F.jpg
196137,La La Land,2016,"Comedy,Drama,Romance,Music",Damien Chazelle,Ryan Gosling Emma Stone John Legend Rosemarie DeWitt Finn Wittrock,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",https://image.tmdb.org/t/p/w500/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg
196138,Office Christmas Party,2016,Comedy,Josh Gordon,Jason Bateman Jennifer Aniston T.J. Miller Kate McKinnon Jillian Bell,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…",https://image.tmdb.org/t/p/w500/7r3w3cPTbNEIr1imb8zXyeIJCJe.jpg
196139,Collateral Beauty,2016,"Drama,Romance",David Frankel,Will Smith Edward Norton Kate Winslet Michael Peña Helen Mirren,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",https://image.tmdb.org/t/p/w500/4vfqosgik5pLb32RpskYifp8PWJ.jpg
196140,Fences,2016,Drama,Denzel Washington,Denzel Washington Viola Davis Stephen McKinley Henderson Jovan Adepo Russell Hornsby,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",https://image.tmdb.org/t/p/w500/8NvnB8aeWQvBEz2ruN4g313j991.jpg
196141,Rogue One: A Star Wars Story,2016,"Action,Adventure,Science Fiction",Gareth Edwards,Felicity Jones Diego Luna Alan Tudyk Donnie Yen Jiang Wen,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,https://image.tmdb.org/t/p/w500/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg
196142,The Founder,2016,"Drama,History",John Lee Hancock,Michael Keaton Nick Offerman John Carroll Lynch Linda Cardellini B.J. Novak,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",https://image.tmdb.org/t/p/w500/8gLIksu5ggdfBL1UbeTeonHquxl.jpg
196143,Assassin's Creed,2016,"Action,Adventure,Science Fiction",Justin Kurzel,Michael Fassbender Marion Cotillard Jeremy Irons Brendan Gleeson Charlotte Rampling,"Through a technology that unlocks the genetic memories of his ancestor in 15th century Spain, Callum Lynch discovers he is a descendant of an ancient line of Assassins and amasses lethal skills to take on the oppressive Templar Order.",https://image.tmdb.org/t/p/w500/kDXewoEcvbn0pUvJ8W3vfkuWgHw.jpg
196144,Passengers,2016,"Drama,Romance,Science Fiction",Morten Tyldum,Jennifer Lawrence Chris Pratt Michael Sheen Laurence Fishburne Andy Garcia,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",https://image.tmdb.org/t/p/w500/jK9S6HANSf2no64v1x1HxfcpmcA.jpg
196145,Sing,2016,"Animation,Comedy,Family,Music",Garth Jennings,Matthew McConaughey Reese Witherspoon Seth MacFarlane Scarlett Johansson John C. Reilly,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,https://image.tmdb.org/t/p/w500/rwopfpHqPCYBSgBuZwkaXXqHp14.jpg
196146,Patriots Day,2016,"Action,Crime,Drama,History,Thriller",Peter Berg,Mark Wahlberg John Goodman J.K. Simmons Kevin Bacon Michelle Monaghan,"In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.",https://image.tmdb.org/t/p/w500/mIDxsJTrOC7NhgOo3GziiHyKfsQ.jpg
196147,A Monster Calls,2016,"Drama,Fantasy",J. A. Bayona,Lewis MacDougall Sigourney Weaver Felicity Jones Toby Kebbell Ben Moor,12-year-old Conor encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.,https://image.tmdb.org/t/p/w500/vNzWJwVqjszWwXrA7ZfsrJmhgV9.jpg
196148,Silence,2024,"Drama,History",Bartosz M. Kowalski,Maciej Damięcki Zdzisław Wardejn Włodzimierz Press Anna Nehrebecka Anna Korzeniecka,"A theatre actor whose health is failing gets admitted to a nursing home. Soon, he starts having nightmares that seemingly become deceptively real. The so-called nightmares were able to make him live in two parallel dimensions.",https://image.tmdb.org/t/p/w500/gBYhjuq0ZEDN710C5sKVq45y1pA.jpg
196149,Why Him?,2016,Comedy,John Hamburg,Bryan Cranston James Franco Zoey Deutch Megan Mullally Griffin Gluck,A dad forms a bitter rivalry with his daughter's young rich boyfriend.,https://image.tmdb.org/t/p/w500/eezFoKz7bXgdbjeieeCYJFXPKSu.jpg
196150,Hidden Figures,2016,"Drama,History",Theodore Melfi,Taraji P. Henson Octavia Spencer Janelle Monáe Kevin Costner Kirsten Dunst,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",https://image.tmdb.org/t/p/w500/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg
196151,Live by Night,2016,"Crime,Drama,Thriller",Ben Affleck,Ben Affleck Elle Fanning Brendan Gleeson Chris Messina Sienna Miller,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.",https://image.tmdb.org/t/p/w500/bkd46T4RplawnDjpHoI8mhzTLks.jpg
